TimeStamp,Box0,Box1,Box2,Box3
3042,381,1093,248,891
3043,382,1092,266,903
3044,386,1089,277,911
3045,389,1085,293,921
3046,392,1082,301,930
3047,395,1078,316,940
3048,397,1073,319,952
3049,400,1066,315,964
3050,404,1060,320,976
3051,408,1055,310,991
3052,413,1054,311,1006
3053,421,1055,311,1020
3054,427,1054,313,1032
3055,434,1052,309,1042
3056,441,1050,309,1052
3057,447,1048,314,1062
3058,454,1046,323,1075
3059,461,1043,328,1085
3060,467,1040,342,1097
3061,468,1043,344,1110
3062,468,1045,350,1124
3063,469,1047,346,1139
3064,468,1048,337,1154
3065,468,1049,332,1169
3066,469,1049,327,1183
3067,469,1049,317,1195
3068,467,1050,311,1206
3069,468,1050,307,1219
3070,468,1232,296,1231
3071,466,1245,294,1245
3072,466,1258,295,1257
3073,465,1271,292,1270
3074,467,1278,293,1279
3075,468,1279,299,729
3076,470,1272,302,730
3077,474,1133,303,731
3078,477,1133,305,733
3079,481,1132,303,734
3080,484,1128,296,738
3081,487,1122,294,742
3082,487,1116,293,748
3083,488,1109,306,754
3084,489,1102,320,757
3085,489,1097,329,758
3086,488,1093,363,757
3087,489,1092,357,756
3088,490,1092,355,755
3089,491,1087,346,754
3090,491,1191,343,753
3091,490,1201,339,753
3092,487,1211,332,753
3093,483,1220,323,752
3094,481,1204,311,751
3095,480,1193,302,750
3096,483,1185,287,751
3097,486,1186,274,752
3098,490,1177,263,751
3099,490,1175,254,747
3100,489,1182,244,740
3101,488,1178,229,734
3102,487,1163,222,734
3103,628,1141,186,741
3104,641,1094,200,747
3105,652,1095,215,749
3106,660,1096,231,747
3107,664,1095,249,739
3108,667,1094,263,726
3109,666,1097,276,712
3110,667,1103,284,699
3111,667,1110,290,687
3112,666,1117,294,673
3113,666,1121,293,657
3114,664,1124,293,642
3115,661,1126,293,629
3116,662,1126,293,614
3117,637,1127,292,600
3118,630,1128,291,588
3119,624,1127,290,577
3120,615,1124,289,565
3121,603,1122,285,561
3122,592,1121,280,560
3123,579,1122,281,557
3124,569,1120,286,553
3125,557,1120,298,555
3126,547,1120,310,562
3127,537,1121,319,570
3128,528,1122,320,578
3129,527,1123,316,581
3130,527,1124,310,577
3131,529,1124,303,568
3132,533,1122,299,557
3133,540,1119,299,540
3134,549,1116,305,548
3135,556,1112,311,556
3136,562,1110,317,563
3137,562,1110,321,561
3138,560,1115,319,561
3139,561,1122,306,561
3140,562,1128,299,563
3141,563,1128,289,563
3142,563,1129,285,562
3143,563,1131,291,562
3144,562,1130,297,561
3145,562,1128,305,561
3146,561,1122,357,561
3147,559,1118,360,558
3148,555,1111,365,554
3149,550,1121,370,550
3150,545,1114,376,546
3151,542,1106,382,542
3152,540,1097,390,541
3153,531,1072,385,531
3154,525,1069,397,527
3155,521,1068,410,523
3156,520,1066,423,520
3157,518,1067,436,518
3158,515,1067,449,515
3159,513,1068,463,514
3160,511,1069,475,511
3161,509,1072,487,508
3162,508,1074,498,508
3163,508,1079,508,508
3164,509,1086,536,508
3165,509,1093,537,507
3166,508,1101,538,508
3167,505,1107,537,504
3168,501,1115,536,500
3169,495,1118,535,494
3170,487,1123,535,486
3171,478,1128,536,478
3172,470,1133,536,470
3173,464,1133,546,462
3174,460,1133,556,459
3175,456,1133,565,456
3176,455,1131,576,455
3177,456,1131,583,456
3178,459,1130,587,458
3179,460,1128,588,461
3180,461,1128,588,461
3181,460,1126,586,460
3182,458,1125,585,457
3183,467,1125,584,466
3184,475,1125,584,474
3185,472,1127,586,471
3186,91,1127,588,451
3187,94,1128,591,453
3188,100,1125,597,454
3189,104,1123,600,454
3190,111,1120,600,447
3191,112,1116,598,461
3192,112,1112,593,479
3193,112,1108,589,473
3194,112,1103,585,453
3195,112,1099,583,469
3196,111,1092,583,468
3197,109,1088,582,471
3198,106,1089,583,844
3199,101,1089,584,832
3200,98,1089,587,820
3201,94,1090,589,809
3202,91,1089,592,798
3203,87,1090,596,785
3204,88,1091,599,771
3205,87,1094,604,755
3206,88,1097,608,743
3207,90,1102,614,729
3208,94,1106,618,719
3209,97,1110,622,706
3210,70,1116,627,694
3211,68,1120,630,682
3212,67,1127,634,678
3213,68,1134,636,679
3214,69,1142,637,680
3215,70,1149,636,680
3216,69,1157,633,676
3217,70,1165,626,670
3218,69,1172,619,662
3219,70,1179,609,651
3220,70,1186,602,639
3221,71,1188,602,626
3222,70,1191,599,610
3223,70,1188,598,593
3224,69,1189,597,576
3225,69,1188,597,561
3226,69,1186,597,544
3227,69,1185,600,529
3228,69,1190,602,513
3229,68,1194,602,498
3230,69,1199,600,481
3231,477,1206,598,463
3232,478,1210,594,446
3233,477,1216,588,428
3234,476,1223,583,409
3235,476,1224,577,393
3236,474,1227,571,375
3237,468,1220,565,358
3238,462,1223,557,342
3239,452,1220,550,321
3240,439,1223,542,305
3241,430,1227,535,288
3242,422,1234,527,295
3243,416,1236,518,297
3244,423,1236,511,298
3245,421,1244,503,299
3246,435,1240,496,301
3247,427,1243,488,303
3248,421,1246,472,304
3249,404,1245,455,302
3250,422,1247,443,301
3251,391,1243,437,301
3252,390,849,423,302
3253,396,854,418,303
3254,405,862,419,302
3255,417,868,418,299
3256,424,874,421,298
3257,430,878,426,298
3258,436,874,438,298
3259,443,817,451,298
3260,452,811,464,296
3261,459,813,475,293
3262,470,815,488,295
3263,481,821,502,295
3264,482,827,515,296
3265,480,836,529,296
3266,485,847,542,295
3267,482,856,552,294
3268,483,865,565,294
3269,477,871,581,295
3270,481,877,591,296
3271,480,890,601,296
3272,486,893,610,296
3273,482,894,613,296
3274,482,901,616,295
3275,481,910,619,293
3276,479,917,623,293
3277,479,925,626,293
3278,481,937,628,293
3279,478,949,629,293
3280,481,955,630,291
3281,477,979,629,288
3282,475,969,627,287
3283,478,1061,625,287
3284,474,1050,623,287
3285,478,1042,624,286
3286,478,1033,625,282
3287,472,1023,627,277
3288,474,1010,627,267
3289,473,998,627,255
3290,473,988,625,244
3291,473,975,625,233
3292,473,969,626,223
3293,474,968,268,211
3294,476,969,270,200
3295,479,970,273,188
3296,470,978,279,177
3297,481,986,284,169
3298,474,983,289,159
3299,492,982,295,146
3300,493,985,300,132
3301,490,974,305,119
3302,484,955,309,105
3303,485,955,312,92
3304,478,950,317,77
3305,470,956,322,64
3306,466,960,327,51
3307,469,962,335,37
3308,457,962,345,24
3309,456,962,355,11
3310,447,962,365,0
3311,458,957,373,0
3312,448,960,381,802
3313,451,957,388,803
3314,451,933,395,804
3315,445,929,403,803
3316,426,925,411,802
3317,430,922,418,803
3318,431,918,425,804
3319,417,923,433,805
3320,425,927,443,805
3321,412,928,454,803
3322,409,925,465,801
3323,420,906,476,800
3324,412,878,488,802
3325,403,888,498,808
3326,411,900,505,817
3327,409,912,513,828
3328,402,923,521,840
3329,398,934,528,849
3330,398,943,536,854
3331,403,953,544,856
3332,394,964,553,860
3333,384,968,563,867
3334,392,966,573,873
3335,395,965,584,877
3336,379,963,595,882
3337,383,963,606,888
3338,382,961,616,895
3339,373,958,624,901
3340,374,956,632,907
3341,383,952,640,911
3342,370,949,647,912
3343,376,947,653,910
3344,373,947,661,903
3345,386,951,668,891
3346,381,956,678,884
3347,375,965,677,884
3348,362,975,677,887
3349,361,986,676,895
3350,354,998,676,904
3351,371,1008,677,908
3352,370,1018,679,908
3353,373,1027,680,908
3354,386,1030,685,908
3355,381,1029,687,906
3356,371,1025,690,896
3357,362,1023,694,886
3358,372,1024,700,879
3359,371,1024,706,876
3360,362,1024,711,880
3361,367,1024,719,888
3362,368,1024,727,896
3363,377,1024,735,903
3364,390,1023,744,908
3365,396,1023,753,912
3366,398,1024,762,915
3367,402,1025,771,916
3368,406,1026,781,916
3369,410,1027,791,919
3370,412,1030,800,921
3371,423,1031,810,935
3372,411,1034,819,927
3373,417,1037,830,932
3374,418,1040,840,931
3375,411,1043,851,934
3376,403,1047,863,937
3377,399,1053,875,935
3378,388,1059,886,928
3379,391,1063,897,917
3380,381,1062,906,903
3381,380,1059,914,893
3382,386,1058,915,886
3383,387,1058,916,889
3384,383,1058,916,899
3385,375,1059,918,901
3386,374,1058,921,906
3387,375,1056,922,911
3388,373,1052,926,912
3389,364,1045,926,900
3390,363,1038,925,902
3391,373,1030,920,903
3392,365,1024,911,907
3393,372,1017,903,912
3394,369,1010,900,915
3395,373,1004,899,919
3396,367,1000,901,920
3397,374,1001,903,922
3398,385,1005,907,923
3399,398,1010,925,924
3400,412,1016,933,927
3401,424,1019,942,930
3402,432,1019,950,934
3403,432,1018,961,937
3404,432,1019,970,942
3405,431,1021,980,947
3406,429,1023,991,953
3407,448,1024,1003,958
3408,446,1024,1013,961
3409,443,1025,1024,962
3410,440,1026,1035,962
3411,439,1026,1047,962
3412,438,1027,1056,960
3413,438,1028,1067,959
3414,438,1031,1079,959
3415,437,1035,1090,959
3416,437,1038,1099,960
3417,435,1043,1109,961
3418,438,1050,1118,963
3419,441,1059,1127,966
3420,443,1069,1138,970
3421,447,1080,1144,976
3422,451,1090,1142,980
3423,452,1100,1141,983
3424,453,1110,1140,984
3425,453,1120,1140,986
3426,453,1131,1139,987
3427,453,1141,1137,989
3428,451,1151,1134,993
3429,448,1163,1130,997
3430,445,1174,1125,1001
3431,441,1185,1120,1004
3432,438,1196,1115,1012
3433,436,1208,1109,1027
3434,435,1219,1106,1032
3435,435,1227,1102,1034
3436,435,1237,1099,1045
3437,436,1246,1090,1089
3438,438,1255,1088,1089
3439,439,1264,1086,1088
3440,439,1275,1085,1086
3441,437,1279,1081,1083
3442,436,1279,1077,1079
3443,436,1280,1073,1074
3444,436,1273,1068,1070
3445,436,1262,1065,1067
3446,439,1252,1063,1064
3447,440,1242,1062,1064
3448,442,1241,1064,1065
3449,443,1241,1066,1068
3450,444,1241,1073,1074
3451,444,1240,1079,1081
3452,443,1238,1086,1088
3453,444,1237,1092,1094
3454,447,1236,1094,1096
3455,450,1235,1095,1097
3456,453,1232,1094,1095
3457,291,1230,1092,1094
3458,303,1229,1090,1092
3459,311,1230,1091,1092
3460,322,1232,1093,1095
3461,332,1237,1100,1102
3462,342,1244,1106,1109
3463,353,1250,1117,1117
3464,362,1250,1121,1123
3465,371,1251,1121,1123
3466,377,1253,1120,1122
3467,384,1253,1116,1117
3468,390,1253,1111,1112
3469,390,1252,1113,1113
3470,391,1251,1118,1119
3471,389,1247,1126,1127
3472,388,1242,1135,1135
3473,388,1239,1147,1146
3474,387,1239,1152,1152
3475,386,1238,1154,1155
3476,386,1239,1155,1156
3477,385,1238,1151,1152
3478,383,1235,1147,1147
3479,382,1229,1145,1144
3480,379,1223,1147,1146
3481,376,1224,1156,1154
3482,371,1226,1163,1161
3483,365,1227,1168,1165
3484,360,1228,1162,1169
3485,354,1228,1147,1158
3486,350,1229,1131,1140
3487,345,1230,1118,1128
3488,338,1230,1106,1128
3489,332,1229,1099,1117
3490,325,1230,1094,1103
3491,317,1234,1092,1085
3492,310,1242,1093,1085
3493,301,1253,1093,1082
3494,292,1266,1095,1080
3495,283,1279,1097,1090
3496,274,1099,1098,1093
3497,266,1097,1096,1095
3498,257,1093,1091,1091
3499,249,1086,1083,1095
3500,241,1073,1070,1089
3501,236,1059,1058,1082
3502,232,1043,1042,1076
3503,227,1027,1026,1067
3504,220,1012,1010,1060
3505,211,995,993,1058
3506,206,982,981,1059
3507,200,970,969,1061
3508,195,963,962,1063
3509,186,954,953,1065
3510,176,949,947,1059
3511,167,938,937,1057
3512,158,925,924,1057
3513,149,914,913,1060
3514,141,901,899,1060
3515,132,887,886,1065
3516,123,875,872,1060
3517,113,863,862,1066
3518,105,851,850,1062
3519,97,840,838,1062
3520,91,829,827,1061
3521,84,822,820,1061
3522,75,820,819,1062
3523,67,819,819,1063
3524,60,819,818,1061
3525,52,822,820,1061
3526,45,827,825,1057
3527,39,835,833,1060
3528,34,840,837,1060
3529,34,839,838,1066
3530,34,835,834,1066
3531,35,829,827,1065
3532,37,818,817,1064
3533,37,807,806,1066
3534,37,800,798,1065
3535,37,796,795,1063
3536,40,792,791,1062
3537,42,787,786,1064
3538,45,782,782,1063
3539,50,777,775,1062
3540,55,772,771,1064
3541,62,765,763,1063
3542,70,754,752,1063
3543,78,743,741,1062
3544,85,738,735,1063
3545,92,739,736,1067
3546,99,744,742,1065
3547,107,749,746,1060
3548,112,750,747,1061
3549,111,750,748,1063
3550,112,750,749,1064
3551,110,751,749,1061
3552,109,750,749,1066
3553,109,751,749,1067
3554,109,752,750,1066
3555,109,752,750,1067
3556,110,749,747,1061
3557,109,744,743,1060
3558,109,739,736,1063
3559,107,732,730,1066
3560,104,727,726,1069
3561,99,720,719,1068
3562,94,720,719,1054
3563,89,719,718,1058
3564,83,718,717,1063
3565,76,719,717,1061
3566,69,724,722,1056
3567,62,734,732,1057
3568,54,741,739,1057
3569,55,745,743,1061
3570,55,746,744,1060
3571,56,744,743,1058
3572,57,741,739,1059
3573,58,740,739,1060
3574,59,741,740,1061
3575,60,748,747,1072
3576,59,762,760,1082
3577,61,774,771,1088
3578,61,792,789,1100
3579,64,806,803,1112
3580,66,842,839,1126
3581,70,841,839,1139
3582,71,841,839,1153
3583,73,840,838,1165
3584,73,840,837,1178
3585,75,839,837,1191
3586,76,839,837,1204
3587,77,837,835,1214
3588,76,837,835,1216
3589,281,836,832,1215
3590,281,834,832,1215
3591,282,832,829,1216
3592,283,829,827,1218
3593,284,826,823,1217
3594,283,824,821,1216
3595,282,822,819,1216
3596,282,820,817,1220
3597,281,818,815,1226
3598,280,817,815,1234
3599,279,817,815,1245
3600,279,818,816,1255
3601,281,818,817,1267
3602,283,819,816,1278
3603,288,816,813,1279
3604,295,818,816,1024
3605,304,815,813,1011
3606,313,821,819,1000
3607,325,822,819,988
3608,337,822,820,977
3609,348,823,820,969
3610,359,826,824,961
3611,371,824,822,957
3612,376,822,819,952
3613,379,827,823,947
3614,378,837,834,941
3615,385,829,826,933
3616,390,832,829,924
3617,396,841,837,916
3618,401,833,830,912
3619,401,831,827,880
3620,400,823,820,869
3621,398,807,803,856
3622,397,816,813,844
3623,400,808,805,832
3624,406,804,801,819
3625,413,806,802,807
3626,413,798,795,798
3627,414,801,798,790
3628,415,805,801,785
3629,416,1138,785,781
3630,418,1129,773,775
3631,418,1119,765,768
3632,419,1108,756,768
3633,418,1098,745,770
3634,417,1089,734,772
3635,416,1080,728,772
3636,416,1073,729,772
3637,416,1067,730,772
3638,417,1060,724,771
3639,419,1053,709,771
3640,420,1046,705,770
3641,421,1040,674,769
3642,422,1033,667,771
3643,427,1025,641,773
3644,434,1013,632,776
